frame,delta_seconds
7112,0.009560
7113,0.009580
7114,0.009309
7115,0.009518
7116,0.009445
7117,0.009254
7118,0.009607
7119,0.009290
7120,0.009927
7121,0.009282
7122,0.009459
7123,0.009408
7124,0.009545
7125,0.009293
7126,0.009477
7127,0.009258
7128,0.009429
7129,0.009386
7130,0.009632
7131,0.009259
7132,0.009581
7133,0.009407
7134,0.010056
7135,0.010120
7136,0.010041
7137,0.009851
7138,0.009596
7139,0.009984
7140,0.009396
7141,0.009388
7142,0.009283
7143,0.009569
7144,0.009326
7145,0.009337
7146,0.009633
7147,0.009801
7148,0.043094
7149,0.006964
7150,0.010410
7151,0.010286
7152,0.010243
7153,0.009651
7154,0.009666
7155,0.009409
7156,0.009460
7157,0.010247
7158,0.010289
7159,0.009596
7160,0.009515
7161,0.009526
7162,0.009486
7163,0.009470
7164,0.009963
7165,0.009281
7166,0.009323
7167,0.009549
7168,0.009364
7169,0.009407
7170,0.009420
7171,0.009566
7172,0.009425
7173,0.009294
7174,0.009487
7175,0.009507
7176,0.009326
7177,0.009511
7178,0.009352
7179,0.009659
7180,0.009311
7181,0.009318
7182,0.009568
7183,0.009906
7184,0.009392
7185,0.009394
7186,0.009422
7187,0.009521
7188,0.009445
7189,0.009393
7190,0.009578
7191,0.009355
7192,0.009430
7193,0.009559
7194,0.009427
7195,0.009380
7196,0.009617
7197,0.009263
7198,0.009499
7199,0.009459
7200,0.009526
7201,0.009843
7202,0.009192
7203,0.009583
7204,0.009397
7205,0.009369
7206,0.009491
7207,0.009455
7208,0.009693
7209,0.009461
7210,0.009384
7211,0.009372
7212,0.009751
7213,0.009186
7214,0.009417
7215,0.009901
7216,0.009369
7217,0.009445
7218,0.009400
7219,0.009412
7220,0.009417
7221,0.009624
7222,0.009496
7223,0.009224
7224,0.009672
7225,0.009143
7226,0.009645
7227,0.009253
7228,0.010538
7229,0.010001
7230,0.010009
7231,0.009524
7232,0.009629
7233,0.009417
7234,0.009995
7235,0.009570
7236,0.009472
7237,0.009229
7238,0.009880
7239,0.009472
7240,0.009380
7241,0.009647
7242,0.009364
7243,0.009311
7244,0.009580
7245,0.009459
7246,0.009122
7247,0.010374
7248,0.010292
7249,0.009893
7250,0.009480
7251,0.009702
7252,0.009281
7253,0.009497
7254,0.009518
7255,0.009515
7256,0.009676
7257,0.009477
7258,0.009455
7259,0.009625
7260,0.009428
7261,0.009511
7262,0.009343
7263,0.009386
7264,0.009868
7265,0.010624
7266,0.010016
7267,0.009866
7268,0.009526
7269,0.009481
7270,0.009463
7271,0.009419
7272,0.009370
7273,0.010363
7274,0.010193
7275,0.010425
7276,0.009584
7277,0.009527
7278,0.009570
7279,0.009498
7280,0.009762
7281,0.009389
7282,0.009470
7283,0.009467
7284,0.009293
7285,0.009657
7286,0.009377
7287,0.009567
7288,0.009409
7289,0.009640
7290,0.009201
7291,0.009438
7292,0.010090
7293,0.009431
7294,0.009562
7295,0.009873
7296,0.009337
7297,0.009447
7298,0.009603
7299,0.009461
7300,0.010041
7301,0.009352
7302,0.009359
7303,0.009416
7304,0.009476
7305,0.009231
7306,0.009715
7307,0.009247
7308,0.009401
7309,0.009543
7310,0.009699
7311,0.009389
7312,0.009414
7313,0.009532
7314,0.010317
7315,0.010126
7316,0.010464
7317,0.009307
7318,0.009605
7319,0.009655
7320,0.009202
7321,0.009503
7322,0.009502
7323,0.009396
7324,0.009466
7325,0.009378
7326,0.009663
7327,0.009309
7328,0.009292
7329,0.010131
7330,0.010376
7331,0.010130
7332,0.009865
7333,0.009897
7334,0.009462
7335,0.009838
7336,0.009731
7337,0.009209
7338,0.010439
7339,0.010261
7340,0.009899
7341,0.009639
7342,0.009539
7343,0.009424
7344,0.009568
7345,0.009197
7346,0.009445
7347,0.009428
7348,0.009597
7349,0.009240
7350,0.009441
7351,0.009913
7352,0.009475
7353,0.009405
7354,0.009353
7355,0.009515
7356,0.009322
7357,0.009577
7358,0.009303
7359,0.009583
7360,0.009314
7361,0.009623
7362,0.009197
7363,0.009421
7364,0.009299
7365,0.010452
7366,0.010101
7367,0.009943
7368,0.009548
7369,0.009492
7370,0.009995
7371,0.009498
7372,0.009547
7373,0.009415
7374,0.024501
7375,0.024945
7376,0.010829
7377,0.010234
7378,0.010164
7379,0.009375
7380,0.009469
7381,0.009554
7382,0.009449
7383,0.009413
7384,0.009490
7385,0.009900
7386,0.009458
7387,0.009473
7388,0.009345
7389,0.009478
7390,0.009476
7391,0.009535
7392,0.009350
7393,0.009676
7394,0.009368
7395,0.009507
7396,0.009358
7397,0.009594
7398,0.009734
7399,0.009545
7400,0.009597
7401,0.009439
7402,0.009261
7403,0.009433
7404,0.009498
7405,0.009616
7406,0.009320
7407,0.009550
7408,0.009465
7409,0.009582
7410,0.009608
7411,0.009356
7412,0.009500
7413,0.009432
7414,0.009381
7415,0.009851
7416,0.009404
7417,0.009745
7418,0.009282
7419,0.009501
7420,0.009334
7421,0.009507
7422,0.009572
7423,0.009347
7424,0.009484
7425,0.009481
7426,0.009320
7427,0.009503
7428,0.009246
7429,0.009516
7430,0.009963
7431,0.009276
7432,0.009553
7433,0.009304
7434,0.009473
7435,0.009411
7436,0.009340
7437,0.009565
7438,0.009775
7439,0.010417
7440,0.010059
7441,0.010125
7442,0.009765
7443,0.009574
7444,0.009357
7445,0.010000
7446,0.009269
7447,0.009482
7448,0.009369
7449,0.009452
7450,0.009315
7451,0.009631
7452,0.009278
7453,0.009320
7454,0.009534
7455,0.009406
7456,0.009405
7457,0.009631
7458,0.009288
7459,0.009431
7460,0.009282
7461,0.009519
7462,0.009696
7463,0.009488
7464,0.009494
7465,0.009452
7466,0.009907
7467,0.010225
7468,0.010078
7469,0.009911
7470,0.009387
7471,0.009629
7472,0.009374
7473,0.009392
7474,0.009697
7475,0.009308
7476,0.009458
7477,0.009443
7478,0.009234
7479,0.009523
7480,0.009465
7481,0.009860
7482,0.009391
7483,0.009530
7484,0.009479
7485,0.009449
7486,0.009485
7487,0.009294
7488,0.009502
7489,0.009430
7490,0.009407
7491,0.009466
7492,0.009428
7493,0.009927
7494,0.010347
7495,0.010183
7496,0.009987
7497,0.009543
7498,0.009695
7499,0.009397
7500,0.009844
7501,0.009307
7502,0.009387
7503,0.009538
7504,0.009454
7505,0.009484
7506,0.009372
7507,0.009536
7508,0.009455
7509,0.009436
7510,0.009591
7511,0.009350
7512,0.009331
7513,0.009615
7514,0.009353
7515,0.009282
7516,0.009481
7517,0.009549
7518,0.009513
7519,0.009903
7520,0.009503
7521,0.009238
7522,0.009552
7523,0.010072
7524,0.010520
7525,0.010149
7526,0.009905
7527,0.009531
7528,0.009438
7529,0.009401
7530,0.009538
7531,0.009980
7532,0.009325
7533,0.009447
7534,0.009467
7535,0.009407
7536,0.009419
7537,0.009443
7538,0.009424
7539,0.009837
7540,0.009474
7541,0.009536
7542,0.009424
7543,0.009569
7544,0.009491
7545,0.009346
7546,0.009352
7547,0.009398
7548,0.009538
7549,0.009462
7550,0.009347
7551,0.009540
7552,0.009281
7553,0.009494
7554,0.009494
7555,0.009451
7556,0.009484
7557,0.009285
7558,0.010489
7559,0.010664
7560,0.009816
7561,0.009772
7562,0.009469
7563,0.009390
7564,0.009545
7565,0.009476
7566,0.009780
7567,0.010521
7568,0.009972
7569,0.010156
7570,0.009979
7571,0.009569
7572,0.009367
7573,0.009445
7574,0.009476
7575,0.009616
7576,0.009333
7577,0.009623
7578,0.009412
7579,0.009292
7580,0.009688
7581,0.009179
7582,0.009502
7583,0.009362
7584,0.009558
7585,0.009383
7586,0.009430
7587,0.009894
7588,0.009574
7589,0.009244
7590,0.009563
7591,0.009788
7592,0.009424
7593,0.009475
7594,0.009279
7595,0.009502
7596,0.009565
7597,0.009518
7598,0.009399
7599,0.009571
7600,0.010203
7601,0.028011
7602,0.019421
7603,0.013049
7604,0.011314
7605,0.009902
7606,0.010070
7607,0.010074
7608,0.009432
7609,0.009512
7610,0.009632
7611,0.009476
7612,0.009769
7613,0.009742
7614,0.009416
7615,0.009548
7616,0.009525
7617,0.009442
7618,0.009312
7619,0.009368
7620,0.009567
7621,0.009397
7622,0.009656
7623,0.009327
7624,0.009451
7625,0.009844
7626,0.009305
7627,0.009488
7628,0.009475
7629,0.009406
7630,0.009447
7631,0.009283
7632,0.009678
7633,0.009536
7634,0.009511
7635,0.009285
7636,0.009443
7637,0.009681
7638,0.009364
7639,0.009841
7640,0.009436
7641,0.009455
7642,0.009392
7643,0.009809
7644,0.009720
7645,0.009476
7646,0.009278
7647,0.009579
7648,0.009338
7649,0.009597
7650,0.009250
7651,0.009313
7652,0.009798
7653,0.009425
7654,0.009238
7655,0.010131
7656,0.009568
7657,0.009330
7658,0.010355
7659,0.010347
7660,0.010137
7661,0.009834
7662,0.009693
7663,0.009482
7664,0.009294
7665,0.009448
7666,0.009354
7667,0.009550
7668,0.009628
7669,0.009740
7670,0.009404
7671,0.010416
7672,0.010109
7673,0.009856
7674,0.009623
7675,0.009536
7676,0.009392
7677,0.009591
7678,0.009391
7679,0.009549
7680,0.009486
7681,0.009323
7682,0.009443
7683,0.009439
7684,0.009547
7685,0.009414
7686,0.009383
7687,0.009443
7688,0.009981
7689,0.009373
7690,0.009455
7691,0.009438
7692,0.009468
7693,0.009439
7694,0.009426
7695,0.009679
7696,0.009196
7697,0.009355
7698,0.009561
7699,0.009524
7700,0.009209
7701,0.009575
7702,0.009367
7703,0.009361
7704,0.009952
7705,0.009609
7706,0.009395
7707,0.009269
7708,0.009457
7709,0.009371
7710,0.009612
7711,0.009154
7712,0.009652
7713,0.010415
7714,0.009888
7715,0.009887
7716,0.009669
7717,0.009944
7718,0.009634
7719,0.009495
7720,0.009438
7721,0.009185
7722,0.009478
7723,0.009394
7724,0.009563
7725,0.009383
7726,0.009374
7727,0.009370
7728,0.009593
7729,0.009922
7730,0.010264
7731,0.010010
7732,0.009666
7733,0.009640
7734,0.009385
7735,0.010069
7736,0.009455
7737,0.009333
7738,0.009302
7739,0.009441
7740,0.009464
7741,0.009407
7742,0.009391
7743,0.009384
7744,0.009472
7745,0.009361
7746,0.009453
7747,0.009359
7748,0.009415
7749,0.010168
7750,0.010183
7751,0.010104
7752,0.009893
7753,0.010106
7754,0.009449
7755,0.009307
7756,0.009581
7757,0.009390
7758,0.009461
7759,0.009399
7760,0.009477
7761,0.009330
7762,0.009425
7763,0.009504
7764,0.009387
7765,0.009330
7766,0.009475
7767,0.009460
7768,0.009301
7769,0.009594
7770,0.009248
7771,0.009503
7772,0.009927
7773,0.009374
7774,0.009296
7775,0.009969
7776,0.010350
7777,0.010125
7778,0.009887
7779,0.009960
7780,0.009641
7781,0.009610
7782,0.010175
7783,0.008708
7784,0.009599
7785,0.009355
7786,0.009378
7787,0.009262
7788,0.009999
7789,0.010586
7790,0.010583
7791,0.009838
7792,0.009685
7793,0.009458
7794,0.009620
7795,0.009193
7796,0.009557
7797,0.009418
7798,0.009384
7799,0.009562
7800,0.010042
7801,0.010390
7802,0.010057
7803,0.010003
7804,0.009453
7805,0.009482
7806,0.009598
7807,0.009466
7808,0.009879
7809,0.009387
7810,0.009451
7811,0.009399
7812,0.009555
7813,0.009168
7814,0.009521
7815,0.009423
7816,0.009592
7817,0.010282
7818,0.010345
7819,0.009782
7820,0.009752
7821,0.009680
7822,0.009465
7823,0.009506
7824,0.009437
7825,0.009769
7826,0.009567
7827,0.020438
7828,0.030047
7829,0.009934
7830,0.010410
7831,0.010976
7832,0.009467
7833,0.009558
7834,0.009778
7835,0.009531
7836,0.009410
7837,0.010028
7838,0.009329
7839,0.009404
7840,0.009590
7841,0.009381
7842,0.009553
7843,0.009519
7844,0.009327
7845,0.009398
7846,0.009377
7847,0.009533
7848,0.009497
7849,0.009579
7850,0.009420
7851,0.009203
7852,0.009652
7853,0.009445
7854,0.009428
7855,0.009439
7856,0.009940
7857,0.009605
7858,0.009358
7859,0.009510
7860,0.009407
7861,0.009423
7862,0.009586
7863,0.009307
7864,0.009520
7865,0.009547
7866,0.009276
7867,0.009483
7868,0.009497
7869,0.009437
7870,0.009786
7871,0.009113
7872,0.009373
7873,0.009462
7874,0.009949
7875,0.009267
7876,0.010221
7877,0.010080
7878,0.010067
7879,0.009855
7880,0.009584
7881,0.009316
7882,0.009703
7883,0.009482
7884,0.009599
7885,0.009505
7886,0.009989
7887,0.009369
7888,0.009481
7889,0.009449
7890,0.009479
7891,0.009397
7892,0.009365
7893,0.009518
7894,0.009894
7895,0.010376
7896,0.010135
7897,0.009824
7898,0.009787
7899,0.009526
7900,0.009450
7901,0.009591
7902,0.009450
7903,0.009436
7904,0.009430
7905,0.010099
7906,0.009342
7907,0.009241
7908,0.009512
7909,0.009427
7910,0.010389
7911,0.009952
7912,0.010034
7913,0.009465
7914,0.009475
7915,0.010043
7916,0.009410
7917,0.009619
7918,0.009534
7919,0.009389
7920,0.009459
7921,0.009885
7922,0.010268
7923,0.010375
7924,0.009796
7925,0.009592
7926,0.009627
7927,0.009326
7928,0.009343
7929,0.009490
7930,0.009408
7931,0.009579
7932,0.009355
7933,0.009635
7934,0.009284
7935,0.009927
7936,0.009380
7937,0.009394
7938,0.009373
7939,0.009397
7940,0.009452
7941,0.009577
7942,0.009489
7943,0.009387
7944,0.009299
7945,0.009658
7946,0.009463
7947,0.009723
7948,0.009389
7949,0.009257
7950,0.009443
7951,0.009636
7952,0.009181
7953,0.009805
7954,0.009423
7955,0.009469
7956,0.009511
7957,0.009349
7958,0.009402
7959,0.009580
7960,0.009667
7961,0.009312
7962,0.010203
7963,0.010573
7964,0.009883
7965,0.009732
7966,0.009686
7967,0.009522
7968,0.009809
7969,0.009451
7970,0.009560
7971,0.009318
7972,0.010083
7973,0.009386
7974,0.009359
7975,0.009489
7976,0.009350
7977,0.009330
7978,0.009889
7979,0.010378
7980,0.010236
7981,0.009757
7982,0.009694
7983,0.009299
7984,0.009608
7985,0.009246
7986,0.010311
7987,0.010460
7988,0.010591
7989,0.009894
7990,0.009411
7991,0.009564
7992,0.009448
7993,0.009425
7994,0.009384
7995,0.009246
7996,0.009576
7997,0.009495
7998,0.009326
7999,0.009486
8000,0.009466
8001,0.009431
8002,0.009470
8003,0.009234
8004,0.009464
8005,0.009372
8006,0.009344
8007,0.009649
8008,0.009843
8009,0.009492
8010,0.009218
8011,0.009486
8012,0.009453
8013,0.009513
8014,0.009341
8015,0.009462
8016,0.009460
8017,0.009697
8018,0.010410
8019,0.010180
8020,0.009831
8021,0.009724
8022,0.009336
8023,0.009462
8024,0.009474
8025,0.009428
8026,0.009783
8027,0.009612
8028,0.009347
8029,0.009446
8030,0.009375
8031,0.009431
8032,0.009407
8033,0.009308
8034,0.010195
8035,0.010311
8036,0.010082
8037,0.009751
8038,0.009336
8039,0.009440
8040,0.009510
8041,0.009274
8042,0.009518
8043,0.009282
8044,0.009655
8045,0.009489
8046,0.009718
8047,0.009348
8048,0.009353
8049,0.009521
8050,0.009333
8051,0.009563
8052,0.009284
8053,0.009671
8054,0.021675
8055,0.023447
8056,0.011353
8057,0.009024
8058,0.009684
8059,0.009302
8060,0.009589
8061,0.009468
8062,0.009880
8063,0.009438
8064,0.009370
8065,0.009370
8066,0.009307
8067,0.009467
8068,0.009482
8069,0.009364
8070,0.009430
8071,0.009555
8072,0.009426
8073,0.009390
8074,0.009443
8075,0.009281
8076,0.009478
8077,0.009485
8078,0.009356
8079,0.009424
8080,0.009300
8081,0.009714
8082,0.010508
8083,0.010070
8084,0.009993
8085,0.009536
8086,0.009504
8087,0.009279
8088,0.010097
8089,0.009307
8090,0.009463
8091,0.009481
8092,0.009824
8093,0.009476
8094,0.009492
8095,0.009295
8096,0.009463
8097,0.009198
8098,0.009584
8099,0.009231
8100,0.009621
8101,0.009237
8102,0.009566
8103,0.009395
8104,0.009349
8105,0.009288
8106,0.009603
8107,0.009433
8108,0.009356
8109,0.009941
8110,0.009373
8111,0.009360
8112,0.009343
8113,0.009456
8114,0.009528
8115,0.009394
8116,0.009451
8117,0.009484
8118,0.009390
8119,0.009213
8120,0.009528
8121,0.009173
8122,0.009584
8123,0.009370
8124,0.009521
8125,0.009273
8126,0.009932
8127,0.009292
8128,0.009354
8129,0.010173
8130,0.010319
8131,0.009987
8132,0.009804
8133,0.009701
8134,0.009471
8135,0.009493
8136,0.009281
8137,0.009661
8138,0.009236
8139,0.009352
8140,0.009673
8141,0.009302
8142,0.009394
8143,0.009429
8144,0.009294
8145,0.009962
8146,0.009560
8147,0.009260
8148,0.009443
8149,0.009432
8150,0.009341
8151,0.009671
8152,0.009340
8153,0.009432
8154,0.009427
8155,0.009465
8156,0.009422
8157,0.009502
8158,0.009266
8159,0.009526
8160,0.009508
8161,0.009430
8162,0.009287
8163,0.009410
8164,0.009971
8165,0.009353
8166,0.009657
8167,0.009264
8168,0.009358
8169,0.009381
8170,0.009520
8171,0.009466
8172,0.009564
8173,0.009442
8174,0.009306
8175,0.009554
8176,0.009649
8177,0.009518
8178,0.009342
8179,0.009654
8180,0.009402
8181,0.009840
8182,0.009425
8183,0.009332
8184,0.009429
8185,0.010025
8186,0.010312
8187,0.009982
8188,0.009883
8189,0.009487
8190,0.009552
8191,0.009433
8192,0.010180
8193,0.010261
8194,0.010087
8195,0.009768
8196,0.009677
8197,0.009372
8198,0.009634
8199,0.009960
8200,0.009391
8201,0.009341
8202,0.009508
8203,0.009690
8204,0.009395
8205,0.009411
8206,0.009543
8207,0.009427
8208,0.009194
8209,0.009613
8210,0.009536
8211,0.009513
8212,0.009282
8213,0.009492
8214,0.009579
8215,0.009248
8216,0.009418
8217,0.009497
8218,0.009869
8219,0.009598
8220,0.009586
8221,0.009383
8222,0.009342
8223,0.009515
8224,0.009467
8225,0.009559
8226,0.009216
8227,0.010341
8228,0.010273
8229,0.009965
8230,0.010069
8231,0.009386
8232,0.009719
8233,0.009451
8234,0.009386
8235,0.009265
8236,0.010477
8237,0.010689
8238,0.010061
8239,0.010082
8240,0.009704
8241,0.009507
8242,0.009450
8243,0.009469
8244,0.009460
8245,0.010104
8246,0.010094
8247,0.009958
8248,0.009638
8249,0.009700
8250,0.009405
8251,0.009517
8252,0.009297
8253,0.009775
8254,0.009517
8255,0.009451
8256,0.009336
8257,0.009772
8258,0.009323
8259,0.009235
8260,0.009515
8261,0.009427
8262,0.009420
8263,0.009413
8264,0.009574
8265,0.009446
8266,0.009509
8267,0.009316
8268,0.009656
8269,0.009479
8270,0.009903
8271,0.009491
8272,0.009522
8273,0.009426
8274,0.009479
8275,0.009447
8276,0.009269
8277,0.010261
8278,0.010526
8279,0.009878
8280,0.009617
8281,0.010016
8282,0.010696
8283,0.028337
8284,0.018057
8285,0.012160
8286,0.009941
8287,0.010159
8288,0.009729
8289,0.009765
8290,0.009381
8291,0.009794
8292,0.009372
8293,0.009457
8294,0.009403
8295,0.009392
8296,0.009506
8297,0.009506
8298,0.009470
8299,0.009309
8300,0.009578
8301,0.009397
8302,0.009550
8303,0.009745
8304,0.009664
8305,0.009417
8306,0.009499
8307,0.009531
8308,0.009275
8309,0.009535
8310,0.009330
8311,0.009548
8312,0.009554
8313,0.009651
8314,0.009594
8315,0.009295
8316,0.009633
8317,0.009846
8318,0.009357
8319,0.009589
8320,0.009392
8321,0.009632
8322,0.009379
8323,0.009516
8324,0.009330
8325,0.009596
8326,0.009368
8327,0.009492
8328,0.009513
8329,0.009425
8330,0.009804
8331,0.010514
8332,0.009970
8333,0.010447
8334,0.010030
8335,0.009449
8336,0.009393
8337,0.010355
8338,0.010493
8339,0.010130
8340,0.009741
8341,0.009470
8342,0.009970
8343,0.009309
8344,0.009535
8345,0.009523
8346,0.009202
8347,0.010029
8348,0.009406
8349,0.009519
8350,0.009359
8351,0.009410
8352,0.009424
8353,0.009389
8354,0.009447
8355,0.009445
8356,0.009421
8357,0.009213
8358,0.010532
8359,0.009949
8360,0.010042
8361,0.009467
8362,0.009666
8363,0.009346
8364,0.009489
8365,0.009919
8366,0.009365
8367,0.009472
8368,0.009346
8369,0.009371
8370,0.009361
8371,0.009620
8372,0.009403
8373,0.009214
8374,0.009605
8375,0.009272
8376,0.009356
8377,0.009624
8378,0.009298
8379,0.009492
8380,0.009299
8381,0.009562
8382,0.009344
8383,0.009817
8384,0.009518
8385,0.009464
8386,0.009483
8387,0.009187
8388,0.009458
8389,0.009586
8390,0.009156
8391,0.009249
8392,0.010346
8393,0.010562
8394,0.010091
8395,0.009608
8396,0.009622
8397,0.009179
8398,0.009567
8399,0.009390
8400,0.009860
8401,0.009442
8402,0.009533
8403,0.009345
8404,0.009589
8405,0.009333
8406,0.009345
8407,0.009622
8408,0.009276
8409,0.009558
8410,0.009428
8411,0.009482
8412,0.009267
8413,0.009457
8414,0.009676
8415,0.009313
8416,0.009553
8417,0.009429
8418,0.009374
8419,0.010076
8420,0.009253
8421,0.009511
8422,0.009304
8423,0.009520
8424,0.009928
8425,0.010503
8426,0.010165
8427,0.009654
8428,0.009694
8429,0.009396
8430,0.009411
8431,0.009361
8432,0.009367
8433,0.009482
8434,0.009634
8435,0.009465
8436,0.009901
8437,0.009298
8438,0.009498
8439,0.009336
8440,0.009373
8441,0.009572
8442,0.009243
8443,0.009963
8444,0.010276
8445,0.010112
8446,0.009770
8447,0.010204
8448,0.009259
8449,0.009600
8450,0.009541
8451,0.009266
8452,0.009407
8453,0.009420
8454,0.009621
8455,0.009207
8456,0.009524
8457,0.009509
8458,0.009405
8459,0.009474
8460,0.009458
8461,0.009471
8462,0.009721
8463,0.009911
8464,0.010605
8465,0.010253
8466,0.009920
8467,0.009451
8468,0.009619
8469,0.009334
8470,0.009484
8471,0.009325
8472,0.009567
8473,0.009384
8474,0.009418
8475,0.009314
8476,0.009658
8477,0.009790
8478,0.009523
8479,0.009615
8480,0.009627
8481,0.009422
8482,0.009459
8483,0.009436
8484,0.009270
8485,0.009644
8486,0.009374
8487,0.009569
8488,0.009376
8489,0.009761
8490,0.009400
8491,0.009351
8492,0.009639
8493,0.009285
8494,0.009456
8495,0.009885
8496,0.009957
8497,0.010338
8498,0.010000
8499,0.010317
8500,0.009515
8501,0.009461
8502,0.009253
8503,0.009528
8504,0.009378
8505,0.009477
8506,0.009527
8507,0.009407
8508,0.009464
8509,0.034600
8510,0.017576
8511,0.011992
8512,0.010197
8513,0.010350
8514,0.010324
8515,0.009654
8516,0.009641
8517,0.009618
8518,0.009551
8519,0.009335
8520,0.009906
8521,0.009373
8522,0.009697
8523,0.009547
8524,0.009568
8525,0.009361
8526,0.009435
8527,0.010287
8528,0.009434
8529,0.009458
8530,0.009635
8531,0.009382
8532,0.009424
8533,0.009439
8534,0.009496
8535,0.009513
8536,0.009310
8537,0.009662
8538,0.009432
8539,0.009382
8540,0.009595
8541,0.009454
8542,0.009375
8543,0.009429
8544,0.009716
8545,0.009517
8546,0.009906
8547,0.009519
8548,0.009204
8549,0.009546
8550,0.009463
8551,0.009509
8552,0.009439
8553,0.009246
8554,0.009623
8555,0.009227
8556,0.009595
8557,0.009514
8558,0.009419
8559,0.009287
8560,0.009533
8561,0.009963
8562,0.009392
8563,0.009433
8564,0.009424
8565,0.010333
8566,0.010522
8567,0.010248
8568,0.009711
8569,0.009550
8570,0.009592
8571,0.009601
8572,0.009286
8573,0.009324
8574,0.009329
8575,0.009426
8576,0.009603
8577,0.009249
8578,0.009712
8579,0.009774
8580,0.009450
8581,0.009419
8582,0.009371
8583,0.009515
8584,0.009557
8585,0.009431
8586,0.009499
8587,0.009166
8588,0.010017
8589,0.010819
8590,0.010162
8591,0.009655
8592,0.009698
8593,0.009334
8594,0.009583
8595,0.009420
8596,0.010155
8597,0.011003
8598,0.010128
8599,0.009791
8600,0.009568
8601,0.009416
8602,0.009443
8603,0.009512
8604,0.009373
8605,0.009435
8606,0.009366
8607,0.009415
8608,0.009485
8609,0.009376
8610,0.009486
8611,0.009477
8612,0.009924
8613,0.009320
8614,0.009285
8615,0.009543
8616,0.009477
8617,0.009501
8618,0.009388
8619,0.009178
8620,0.009672
8621,0.009367
8622,0.009394
8623,0.009410
8624,0.009402
8625,0.009556
8626,0.009334
8627,0.009557
8628,0.009579
8629,0.009394
8630,0.009384
8631,0.009838
8632,0.009532
8633,0.009327
8634,0.009397
8635,0.009457
8636,0.009422
8637,0.009390
8638,0.009392
8639,0.009564
8640,0.009463
8641,0.009447
8642,0.009266
8643,0.009444
8644,0.009380
8645,0.009482
8646,0.009355
8647,0.009659
8648,0.009375
8649,0.010323
8650,0.010516
8651,0.010172
8652,0.009897
8653,0.009604
8654,0.009317
8655,0.009636
8656,0.009297
8657,0.009440
8658,0.009404
8659,0.009260
8660,0.009606
8661,0.009276
8662,0.009484
8663,0.009414
8664,0.009395
8665,0.009756
8666,0.009474
8667,0.009478
8668,0.009261
8669,0.009473
8670,0.009490
8671,0.009216
8672,0.009515
8673,0.009354
8674,0.009575
8675,0.009224
8676,0.009572
8677,0.009131
8678,0.010188
8679,0.010228
8680,0.010033
8681,0.009867
8682,0.009468
8683,0.009245
8684,0.009965
8685,0.009443
8686,0.009438
8687,0.009357
8688,0.009326
8689,0.009443
8690,0.009325
8691,0.009434
8692,0.009542
8693,0.009403
8694,0.009685
8695,0.009055
8696,0.009296
8697,0.009483
8698,0.009405
8699,0.009466
8700,0.010002
8701,0.009249
8702,0.010487
8703,0.009989
8704,0.009716
8705,0.009610
8706,0.009991
8707,0.009551
8708,0.009246
8709,0.009343
8710,0.009335
8711,0.009350
8712,0.009435
8713,0.009592
8714,0.009604
8715,0.009205
8716,0.009348
8717,0.009387
8718,0.009441
8719,0.009476
8720,0.009282
8721,0.009934
8722,0.009601
8723,0.009427
8724,0.009388
8725,0.009706
8726,0.009374
8727,0.009457
8728,0.009449
8729,0.009369
8730,0.009468
8731,0.009391
8732,0.009509
8733,0.009308
8734,0.010137
8735,0.010579
8736,0.027184
8737,0.025449
8738,0.010045
8739,0.009411
8740,0.009452
8741,0.010728
8742,0.010127
8743,0.009703
8744,0.009820
8745,0.009556
8746,0.009444
8747,0.009461
8748,0.009670
8749,0.009330
8750,0.009534
8751,0.009613
8752,0.009229
8753,0.009430
8754,0.009649
8755,0.009538
8756,0.009309
8757,0.009650
8758,0.009395
8759,0.009811
8760,0.009444
8761,0.009499
8762,0.009433
8763,0.009395
8764,0.009480
8765,0.009386
8766,0.009500
8767,0.009303
8768,0.009716
8769,0.009323
8770,0.009320
8771,0.009608
8772,0.009494
8773,0.009962
8774,0.009546
8775,0.009457
8776,0.009377
8777,0.009603
8778,0.009422
8779,0.009467
8780,0.009315
8781,0.009556
8782,0.009380
8783,0.009495
8784,0.009420
8785,0.009350
8786,0.009880
8787,0.010429
8788,0.010260
8789,0.009894
8790,0.009494
8791,0.009932
8792,0.009503
8793,0.009235
8794,0.009484
8795,0.009483
8796,0.009460
8797,0.009309
8798,0.009590
8799,0.009551
8800,0.009334
8801,0.009447
8802,0.009399
8803,0.010288
8804,0.010014
8805,0.009733
8806,0.009647
8807,0.009413
8808,0.009632
8809,0.009853
8810,0.009167
8811,0.009694
8812,0.009335
8813,0.009381
8814,0.009271
8815,0.010126
8816,0.009304
8817,0.009250
8818,0.009576
8819,0.009347
8820,0.009420
8821,0.009895
8822,0.009589
8823,0.009415
8824,0.009341
8825,0.009457
8826,0.009392
8827,0.009330
8828,0.009514
8829,0.009436
8830,0.009497
8831,0.009400
8832,0.009820
8833,0.009920
8834,0.010390
8835,0.010046
8836,0.010133
8837,0.009490
8838,0.009536
8839,0.009354
8840,0.010452
8841,0.010306
8842,0.010300
8843,0.009691
8844,0.009649
8845,0.009599
8846,0.009401
8847,0.009603
8848,0.009712
8849,0.009453
8850,0.009291
8851,0.009634
8852,0.009244
8853,0.009531
8854,0.009402
8855,0.009301
8856,0.009480
8857,0.009512
8858,0.009311
8859,0.009378
