frame,delta_seconds
3616,0.009867
3617,0.009467
3618,0.009766
3619,0.009731
3620,0.009687
3621,0.009772
3622,0.009646
3623,0.009799
3624,0.009681
3625,0.009673
3626,0.009592
3627,0.009717
3628,0.010131
3629,0.009980
3630,0.009469
3631,0.009728
3632,0.009747
3633,0.009505
3634,0.010005
3635,0.009474
3636,0.009828
3637,0.009554
3638,0.009716
3639,0.009875
3640,0.009353
3641,0.009742
3642,0.009707
3643,0.009833
3644,0.009635
3645,0.010020
3646,0.009728
3647,0.009705
3648,0.009525
3649,0.009953
3650,0.009570
3651,0.009657
3652,0.009839
3653,0.009623
3654,0.009568
3655,0.009720
3656,0.009962
3657,0.009517
3658,0.009575
3659,0.009927
3660,0.009416
3661,0.009952
3662,0.009768
3663,0.009900
3664,0.009841
3665,0.009658
3666,0.009710
3667,0.009719
3668,0.009829
3669,0.009789
3670,0.009619
3671,0.009569
3672,0.010356
3673,0.009704
3674,0.009785
3675,0.009900
3676,0.010038
3677,0.009668
3678,0.009669
3679,0.009840
3680,0.009532
3681,0.009599
3682,0.009748
3683,0.009592
3684,0.009707
3685,0.009736
3686,0.009556
3687,0.009786
3688,0.009682
3689,0.009693
3690,0.009582
3691,0.010267
3692,0.009839
3693,0.009667
3694,0.009811
3695,0.009665
3696,0.009573
3697,0.009722
3698,0.010093
3699,0.009681
3700,0.009952
3701,0.009454
3702,0.009651
3703,0.009850
3704,0.009575
3705,0.009864
3706,0.009450
3707,0.009768
3708,0.009633
3709,0.009918
3710,0.010371
3711,0.009454
3712,0.009673
3713,0.009881
3714,0.009613
3715,0.009762
3716,0.009596
3717,0.009780
3718,0.009560
3719,0.009787
3720,0.009723
3721,0.009795
3722,0.009582
3723,0.009711
3724,0.010127
3725,0.009830
3726,0.009644
3727,0.009749
3728,0.009734
3729,0.009473
3730,0.009776
3731,0.009513
3732,0.009851
3733,0.009668
3734,0.009691
3735,0.009531
3736,0.009755
3737,0.009696
3738,0.009678
3739,0.009476
3740,0.009746
3741,0.009776
3742,0.009612
3743,0.010070
3744,0.009693
3745,0.009919
3746,0.009518
3747,0.009632
3748,0.009673
3749,0.009749
3750,0.009549
3751,0.009686
3752,0.009776
3753,0.009692
3754,0.009523
3755,0.009648
3756,0.009710
3757,0.010035
3758,0.009942
3759,0.010001
3760,0.038938
3761,0.007776
3762,0.010428
3763,0.009179
3764,0.009569
3765,0.009189
3766,0.009495
3767,0.009686
3768,0.009430
3769,0.009773
3770,0.009398
3771,0.010246
3772,0.009661
3773,0.009617
3774,0.009751
3775,0.009747
3776,0.009498
3777,0.009701
3778,0.009576
3779,0.009825
3780,0.009624
3781,0.009650
3782,0.009676
3783,0.009736
3784,0.009533
3785,0.009769
3786,0.009690
3787,0.009732
3788,0.009619
3789,0.010146
3790,0.009694
3791,0.009766
3792,0.009546
3793,0.009582
3794,0.009813
3795,0.009606
3796,0.009707
3797,0.009737
3798,0.009741
3799,0.009472
3800,0.009857
3801,0.010029
3802,0.009644
3803,0.009833
3804,0.009636
3805,0.009608
3806,0.009805
3807,0.009605
3808,0.009599
3809,0.009744
3810,0.009849
3811,0.009726
3812,0.009380
3813,0.009824
3814,0.009672
3815,0.009558
3816,0.010325
3817,0.009628
3818,0.009563
3819,0.009747
3820,0.009571
3821,0.009863
3822,0.009618
3823,0.009676
3824,0.009534
3825,0.009786
3826,0.009810
3827,0.009630
3828,0.009699
3829,0.009784
3830,0.009564
3831,0.009690
3832,0.009614
3833,0.010088
3834,0.009823
3835,0.009580
3836,0.009558
3837,0.009879
3838,0.009655
3839,0.009634
3840,0.009712
3841,0.009698
3842,0.010268
3843,0.009561
3844,0.009753
3845,0.009514
3846,0.009953
3847,0.009516
3848,0.009833
3849,0.009654
3850,0.009672
3851,0.009697
3852,0.009789
3853,0.009618
3854,0.009740
3855,0.009441
3856,0.009852
3857,0.009602
3858,0.010224
3859,0.009683
3860,0.009592
3861,0.009609
3862,0.009742
3863,0.009718
3864,0.009850
3865,0.009788
3866,0.009614
3867,0.009596
3868,0.009793
3869,0.009717
3870,0.009938
3871,0.010178
3872,0.009629
3873,0.009704
3874,0.009673
3875,0.009502
3876,0.009757
3877,0.009798
3878,0.009586
3879,0.009684
3880,0.009700
3881,0.009527
3882,0.009700
3883,0.009796
3884,0.009613
3885,0.009778
3886,0.009671
3887,0.009709
3888,0.009541
3889,0.010306
3890,0.009750
3891,0.009707
3892,0.009491
3893,0.009701
3894,0.009821
3895,0.009591
3896,0.009823
3897,0.009534
3898,0.009767
3899,0.009545
3900,0.009678
3901,0.009726
3902,0.009603
3903,0.009691
3904,0.009572
3905,0.009871
3906,0.009712
3907,0.009943
3908,0.009651
3909,0.009792
3910,0.009771
3911,0.009450
3912,0.009822
3913,0.009764
3914,0.009436
3915,0.009647
3916,0.010319
3917,0.009596
3918,0.009745
3919,0.009636
3920,0.009650
3921,0.009766
3922,0.009372
3923,0.009965
3924,0.009660
3925,0.009622
3926,0.009496
3927,0.009787
3928,0.009866
3929,0.009811
3930,0.009639
3931,0.009663
3932,0.009741
3933,0.009511
3934,0.010389
3935,0.009628
3936,0.009730
3937,0.009790
3938,0.009479
3939,0.009684
3940,0.009502
3941,0.009792
3942,0.009572
3943,0.009878
3944,0.010086
3945,0.009736
3946,0.009656
3947,0.009513
3948,0.009705
3949,0.009776
3950,0.009482
3951,0.009682
3952,0.009852
3953,0.009603
3954,0.009520
3955,0.009903
3956,0.009656
3957,0.009565
3958,0.009479
3959,0.009675
3960,0.009680
3961,0.009708
3962,0.010100
3963,0.009702
3964,0.009556
3965,0.009759
3966,0.009838
3967,0.009612
3968,0.009939
3969,0.009565
3970,0.009631
3971,0.009580
3972,0.009774
3973,0.009504
3974,0.009848
3975,0.009621
3976,0.009777
3977,0.009606
3978,0.009512
3979,0.009866
3980,0.010003
3981,0.009551
3982,0.009904
3983,0.032859
3984,0.023916
3985,0.010645
3986,0.010585
3987,0.008302
3988,0.009490
3989,0.009227
3990,0.009510
3991,0.009445
3992,0.009521
3993,0.009977
3994,0.009645
3995,0.009633
3996,0.009611
3997,0.009448
3998,0.009655
3999,0.009611
4000,0.009686
4001,0.009615
4002,0.009573
4003,0.009717
4004,0.009509
4005,0.009631
4006,0.009737
4007,0.009532
4008,0.009618
4009,0.009875
4010,0.009403
4011,0.009689
4012,0.010125
4013,0.009561
4014,0.009678
4015,0.009578
4016,0.009691
4017,0.009504
4018,0.009646
4019,0.009568
4020,0.009731
4021,0.009552
4022,0.009664
4023,0.009538
4024,0.009666
4025,0.010011
4026,0.009720
4027,0.009772
4028,0.009474
4029,0.009721
4030,0.009570
4031,0.009667
4032,0.009738
4033,0.009690
4034,0.009622
4035,0.009527
4036,0.009549
4037,0.010083
4038,0.009798
4039,0.009403
4040,0.009713
4041,0.009663
4042,0.009672
4043,0.009694
4044,0.009572
4045,0.009870
4046,0.009571
4047,0.009611
4048,0.009675
4049,0.009609
4050,0.009683
4051,0.009793
4052,0.009355
4053,0.009682
4054,0.009716
4055,0.009528
4056,0.010360
4057,0.009516
4058,0.009720
4059,0.009688
4060,0.009966
4061,0.009621
4062,0.009797
4063,0.009609
4064,0.009587
4065,0.009750
4066,0.009433
4067,0.009625
4068,0.009807
4069,0.009340
4070,0.009700
4071,0.009570
4072,0.009606
4073,0.009498
4074,0.009767
4075,0.009546
4076,0.009560
4077,0.009893
4078,0.009981
4079,0.009501
4080,0.009682
4081,0.009517
4082,0.009676
4083,0.009504
4084,0.009840
4085,0.009477
4086,0.009671
4087,0.010082
4088,0.009587
4089,0.009681
4090,0.009601
4091,0.009563
4092,0.009595
4093,0.009866
4094,0.009567
4095,0.009685
4096,0.009681
4097,0.009438
4098,0.009664
4099,0.009744
4100,0.009754
4101,0.009657
4102,0.010158
4103,0.009558
4104,0.009750
4105,0.009432
4106,0.009821
4107,0.009575
4108,0.009703
4109,0.009693
4110,0.009588
4111,0.009550
4112,0.009900
4113,0.009510
4114,0.009586
4115,0.009818
4116,0.009709
4117,0.009509
4118,0.009783
4119,0.009681
4120,0.010129
4121,0.009767
4122,0.009729
4123,0.009619
4124,0.009755
4125,0.009688
4126,0.009562
4127,0.009650
4128,0.009728
4129,0.009710
4130,0.009671
4131,0.009495
4132,0.009967
4133,0.009710
4134,0.009515
4135,0.009918
4136,0.009402
4137,0.009764
4138,0.009716
4139,0.009984
4140,0.009753
4141,0.009711
4142,0.009592
4143,0.009595
4144,0.009771
4145,0.009793
4146,0.009520
4147,0.009697
4148,0.009748
4149,0.009664
4150,0.009622
4151,0.009628
4152,0.009608
4153,0.009894
4154,0.010007
4155,0.009631
4156,0.009773
4157,0.009742
4158,0.009476
4159,0.009537
4160,0.009847
4161,0.009647
4162,0.009602
4163,0.009872
4164,0.009451
4165,0.009715
4166,0.009651
4167,0.009682
4168,0.009857
4169,0.009585
4170,0.009778
4171,0.010296
4172,0.009543
4173,0.009638
4174,0.009826
4175,0.009526
4176,0.010099
4177,0.009557
4178,0.009718
4179,0.009777
4180,0.009683
4181,0.009649
4182,0.009620
4183,0.009558
4184,0.009888
4185,0.009508
4186,0.010064
4187,0.009739
4188,0.009790
4189,0.009631
4190,0.009525
4191,0.009765
4192,0.009651
4193,0.009512
4194,0.009725
4195,0.009602
4196,0.009597
4197,0.009536
4198,0.009825
4199,0.009706
4200,0.010271
4201,0.009413
4202,0.009683
4203,0.009713
4204,0.009635
4205,0.009847
4206,0.009879
4207,0.032726
4208,0.016464
4209,0.009638
4210,0.009577
4211,0.009568
4212,0.009345
4213,0.009430
4214,0.009611
4215,0.009955
4216,0.009460
4217,0.009541
4218,0.009535
4219,0.009680
4220,0.009569
4221,0.009712
4222,0.009998
4223,0.009571
4224,0.009626
4225,0.009575
4226,0.010083
4227,0.009826
4228,0.009490
4229,0.009665
4230,0.009967
4231,0.009762
4232,0.009715
4233,0.009524
4234,0.009609
4235,0.009724
4236,0.009482
4237,0.009667
4238,0.009802
4239,0.009560
4240,0.009689
4241,0.009398
4242,0.010061
4243,0.009812
4244,0.009598
4245,0.009579
4246,0.009620
4247,0.010044
4248,0.009627
4249,0.009750
4250,0.009655
4251,0.009606
4252,0.009673
4253,0.009503
4254,0.009460
4255,0.009786
4256,0.009854
4257,0.009515
4258,0.009684
4259,0.009598
4260,0.009801
4261,0.009432
4262,0.009638
4263,0.009783
4264,0.010378
4265,0.009340
4266,0.009732
4267,0.009629
4268,0.009663
4269,0.009727
4270,0.009604
4271,0.009870
4272,0.009545
4273,0.009667
4274,0.009688
4275,0.009650
4276,0.009645
4277,0.009612
4278,0.009739
4279,0.009464
4280,0.010227
4281,0.009615
4282,0.009806
4283,0.009519
4284,0.009638
4285,0.009480
4286,0.009744
4287,0.009449
4288,0.009724
4289,0.009625
4290,0.009645
4291,0.009755
4292,0.009650
4293,0.009608
4294,0.010301
4295,0.009514
4296,0.009649
4297,0.009729
4298,0.009647
4299,0.009631
4300,0.009623
4301,0.009628
4302,0.009506
4303,0.009708
4304,0.009487
4305,0.010147
4306,0.009576
4307,0.009880
4308,0.009465
4309,0.009734
4310,0.009545
4311,0.009675
4312,0.009505
4313,0.009872
4314,0.009795
4315,0.009245
4316,0.009679
4317,0.009749
4318,0.009599
4319,0.009687
4320,0.009798
4321,0.009391
4322,0.009811
4323,0.010035
4324,0.009579
4325,0.009419
4326,0.009637
4327,0.009756
4328,0.009609
4329,0.009543
4330,0.009691
4331,0.009463
4332,0.009749
4333,0.009827
4334,0.009611
4335,0.009582
4336,0.009733
4337,0.009553
4338,0.009506
4339,0.009876
4340,0.009500
4341,0.009660
4342,0.010029
4343,0.009532
4344,0.009754
4345,0.009522
4346,0.009623
4347,0.009707
4348,0.009478
4349,0.009599
4350,0.009655
4351,0.009624
4352,0.009696
4353,0.009469
4354,0.010037
4355,0.009600
4356,0.009655
4357,0.009568
4358,0.009761
4359,0.009424
4360,0.009684
4361,0.009448
4362,0.009759
4363,0.009524
4364,0.009469
4365,0.009612
4366,0.009627
4367,0.010010
4368,0.009591
4369,0.009621
4370,0.009641
4371,0.009447
4372,0.009648
4373,0.009783
4374,0.009338
4375,0.009816
4376,0.009468
4377,0.009545
4378,0.009494
4379,0.009663
4380,0.009747
4381,0.009392
4382,0.009620
4383,0.009740
4384,0.009535
4385,0.010064
4386,0.009578
4387,0.009763
4388,0.009429
4389,0.009522
4390,0.009929
4391,0.009377
4392,0.009744
4393,0.009339
4394,0.009703
4395,0.009817
4396,0.009714
4397,0.009534
4398,0.009765
4399,0.009430
4400,0.009524
4401,0.009851
4402,0.009657
4403,0.009583
4404,0.009943
4405,0.009529
4406,0.009659
4407,0.009511
4408,0.010175
4409,0.009527
4410,0.010037
4411,0.009265
4412,0.009675
4413,0.009700
4414,0.009657
4415,0.009405
4416,0.009726
4417,0.009422
4418,0.009718
4419,0.009536
4420,0.009723
4421,0.009523
4422,0.009814
4423,0.010025
4424,0.009506
4425,0.009619
4426,0.009483
4427,0.009815
4428,0.009594
4429,0.009506
4430,0.009686
4431,0.009704
4432,0.027901
4433,0.025511
4434,0.009113
4435,0.009247
4436,0.009464
4437,0.009257
4438,0.009403
4439,0.009419
4440,0.009605
4441,0.009419
4442,0.009965
4443,0.009563
4444,0.009490
4445,0.009613
4446,0.009667
4447,0.009835
4448,0.009589
4449,0.009438
4450,0.009502
4451,0.009672
4452,0.009496
4453,0.009764
4454,0.010199
4455,0.009493
4456,0.009408
4457,0.009490
4458,0.009931
4459,0.009541
4460,0.009616
4461,0.009744
4462,0.009671
4463,0.009625
4464,0.009691
4465,0.009520
4466,0.009899
4467,0.009889
4468,0.009510
4469,0.009710
4470,0.009450
4471,0.010111
4472,0.009634
4473,0.009780
4474,0.009436
4475,0.009636
4476,0.009432
4477,0.009775
4478,0.009441
4479,0.009676
4480,0.009497
4481,0.009652
4482,0.009766
4483,0.009673
4484,0.009779
4485,0.009500
4486,0.009682
4487,0.009532
4488,0.010075
4489,0.009541
4490,0.009597
4491,0.009975
4492,0.009403
4493,0.009697
4494,0.009599
4495,0.009657
4496,0.009387
4497,0.009647
4498,0.009914
4499,0.009456
4500,0.009632
4501,0.009763
4502,0.009421
4503,0.009723
4504,0.009737
4505,0.009969
4506,0.009639
4507,0.009679
4508,0.009609
4509,0.009515
4510,0.009738
4511,0.009747
4512,0.009283
4513,0.009730
4514,0.009716
4515,0.009607
4516,0.010037
4517,0.009656
4518,0.009620
4519,0.009999
4520,0.009671
4521,0.009706
4522,0.009637
4523,0.009454
4524,0.010299
4525,0.009474
4526,0.009722
4527,0.009670
4528,0.009546
4529,0.009658
4530,0.009585
4531,0.009511
4532,0.009766
4533,0.009507
4534,0.009615
4535,0.009797
4536,0.009626
4537,0.009405
4538,0.009924
4539,0.009633
4540,0.009664
4541,0.009457
4542,0.010128
4543,0.009360
4544,0.009860
4545,0.009556
4546,0.009551
4547,0.009646
4548,0.009784
4549,0.009692
4550,0.009411
4551,0.009654
4552,0.009485
4553,0.009761
4554,0.009671
4555,0.009662
4556,0.009473
4557,0.009625
4558,0.009552
4559,0.009681
4560,0.009776
4561,0.010134
4562,0.009511
4563,0.009647
4564,0.009372
4565,0.009780
4566,0.009464
4567,0.009748
4568,0.009665
4569,0.009568
4570,0.009619
4571,0.009627
4572,0.009425
4573,0.009785
4574,0.009708
4575,0.009529
4576,0.009465
4577,0.009820
4578,0.010134
4579,0.009784
4580,0.009504
4581,0.009708
4582,0.009699
4583,0.009568
4584,0.009568
4585,0.009776
4586,0.009777
4587,0.009376
4588,0.009883
4589,0.009602
4590,0.010001
4591,0.009765
4592,0.010110
4593,0.009280
4594,0.010002
4595,0.009615
4596,0.009599
4597,0.009529
4598,0.010323
4599,0.009522
4600,0.009740
4601,0.009534
4602,0.009737
4603,0.009618
4604,0.009452
4605,0.009647
4606,0.009933
4607,0.009684
4608,0.009869
4609,0.009447
4610,0.009580
4611,0.009806
4612,0.009957
4613,0.009947
4614,0.009744
4615,0.009412
4616,0.009624
4617,0.009547
4618,0.009652
4619,0.009507
4620,0.009979
4621,0.009404
4622,0.009645
4623,0.009710
4624,0.009540
4625,0.009465
4626,0.009684
4627,0.009705
4628,0.009552
4629,0.009596
4630,0.009536
4631,0.009973
4632,0.009480
4633,0.009878
4634,0.009476
4635,0.009654
4636,0.009859
4637,0.009554
4638,0.009474
4639,0.009459
4640,0.009825
4641,0.009576
4642,0.009568
4643,0.009902
4644,0.009382
4645,0.009618
4646,0.009461
4647,0.010167
4648,0.009581
4649,0.009751
4650,0.009570
4651,0.009500
4652,0.009676
4653,0.009475
4654,0.009774
4655,0.010144
4656,0.010256
4657,0.032873
4658,0.009968
4659,0.009601
4660,0.009802
4661,0.008863
4662,0.009589
4663,0.009420
4664,0.009191
4665,0.009671
4666,0.009521
4667,0.009521
4668,0.009953
4669,0.009621
4670,0.009380
4671,0.009641
4672,0.009665
4673,0.009464
4674,0.009759
4675,0.009483
4676,0.009732
4677,0.009531
4678,0.009689
4679,0.009454
4680,0.009698
4681,0.009538
4682,0.009454
4683,0.009616
4684,0.009638
4685,0.009535
4686,0.009863
4687,0.009821
4688,0.009624
4689,0.009544
4690,0.009529
4691,0.010180
4692,0.009522
4693,0.009741
4694,0.009571
4695,0.009618
4696,0.009418
4697,0.009582
4698,0.009625
4699,0.009664
4700,0.009690
4701,0.009440
4702,0.009659
4703,0.009613
4704,0.009517
4705,0.009652
4706,0.009377
4707,0.009800
4708,0.009614
4709,0.009454
4710,0.010199
4711,0.009441
4712,0.009824
4713,0.009334
4714,0.010164
4715,0.009564
4716,0.009690
4717,0.009443
4718,0.009646
4719,0.009664
4720,0.009500
4721,0.009628
4722,0.009634
4723,0.009628
4724,0.009632
4725,0.009604
4726,0.009648
4727,0.009953
4728,0.009413
4729,0.009771
4730,0.009594
4731,0.009557
4732,0.009551
4733,0.009693
4734,0.009624
4735,0.009498
4736,0.009739
4737,0.009435
4738,0.009719
4739,0.009532
4740,0.009766
4741,0.009590
4742,0.009972
4743,0.009564
4744,0.009670
4745,0.009809
4746,0.009537
4747,0.009624
4748,0.009787
4749,0.009495
4750,0.009645
4751,0.009546
4752,0.009608
4753,0.009619
4754,0.009602
4755,0.010062
4756,0.009565
4757,0.009727
4758,0.009583
4759,0.009749
4760,0.009544
4761,0.009661
4762,0.009506
4763,0.009526
4764,0.009823
4765,0.009547
4766,0.009623
4767,0.009521
4768,0.010159
4769,0.009541
4770,0.009701
4771,0.009549
4772,0.009875
4773,0.009558
4774,0.009606
4775,0.009714
4776,0.009809
4777,0.009666
4778,0.009493
4779,0.009588
4780,0.009645
4781,0.009628
4782,0.009965
4783,0.009323
4784,0.009997
4785,0.009662
4786,0.009515
4787,0.009718
4788,0.009538
4789,0.009659
4790,0.009692
4791,0.009701
4792,0.009476
4793,0.009640
4794,0.009671
4795,0.009733
4796,0.009569
4797,0.009644
4798,0.009560
4799,0.009581
4800,0.009825
4801,0.009709
4802,0.009529
4803,0.010001
4804,0.009639
4805,0.009589
4806,0.009441
4807,0.009779
4808,0.009610
4809,0.009645
4810,0.009491
4811,0.009588
4812,0.009664
4813,0.009441
4814,0.009522
4815,0.009674
4816,0.009722
4817,0.009575
4818,0.010086
4819,0.009407
4820,0.009994
4821,0.009603
4822,0.009687
4823,0.009454
4824,0.009645
4825,0.009490
4826,0.009523
4827,0.009642
4828,0.009678
4829,0.009677
4830,0.009448
4831,0.009605
4832,0.009538
4833,0.009688
4834,0.010126
4835,0.009634
4836,0.009735
4837,0.009541
4838,0.009587
4839,0.009555
4840,0.009478
4841,0.009909
4842,0.009419
4843,0.009497
4844,0.009710
4845,0.009409
4846,0.009734
4847,0.009617
4848,0.009961
4849,0.009210
4850,0.009572
4851,0.010240
4852,0.009472
4853,0.009538
4854,0.009824
4855,0.009576
4856,0.009419
4857,0.009739
4858,0.009662
4859,0.009420
4860,0.009585
4861,0.009653
4862,0.009643
4863,0.009935
4864,0.009733
4865,0.010161
4866,0.008699
4867,0.010033
4868,0.009143
4869,0.009708
4870,0.010141
4871,0.009700
4872,0.009501
4873,0.009725
4874,0.009551
4875,0.009573
4876,0.009682
4877,0.009616
4878,0.009340
4879,0.009728
4880,0.009727
4881,0.009645
4882,0.009557
4883,0.010572
4884,0.040786
4885,0.009883
4886,0.010092
4887,0.010023
4888,0.009765
4889,0.009429
4890,0.009339
4891,0.009549
4892,0.009594
4893,0.009430
4894,0.009559
4895,0.009799
4896,0.009359
4897,0.009488
4898,0.009589
4899,0.009572
4900,0.010252
4901,0.009651
4902,0.009843
4903,0.009411
4904,0.009480
4905,0.009682
4906,0.009468
4907,0.009993
4908,0.009502
4909,0.009450
4910,0.009610
4911,0.009492
4912,0.009864
4913,0.009757
4914,0.009591
4915,0.009566
4916,0.010099
4917,0.009457
4918,0.009595
4919,0.009434
4920,0.009601
4921,0.009889
4922,0.009564
4923,0.009686
4924,0.009636
4925,0.009617
4926,0.009551
4927,0.009810
4928,0.009552
4929,0.009492
4930,0.009490
4931,0.009659
4932,0.009592
4933,0.009791
4934,0.010193
4935,0.010342
4936,0.010716
4937,0.010082
4938,0.009651
4939,0.009601
4940,0.009439
4941,0.009342
4942,0.009485
4943,0.009456
4944,0.009576
4945,0.009445
4946,0.009503
4947,0.009574
4948,0.009573
4949,0.009550
4950,0.010433
4951,0.009563
4952,0.009742
4953,0.009425
4954,0.009693
4955,0.009447
4956,0.009699
4957,0.009374
4958,0.009775
4959,0.009781
4960,0.009647
4961,0.009524
4962,0.009488
4963,0.009675
4964,0.009438
4965,0.009631
4966,0.009453
4967,0.009489
4968,0.009766
4969,0.009859
4970,0.009776
4971,0.009717
4972,0.009447
4973,0.009494
4974,0.009596
4975,0.009445
4976,0.009643
4977,0.009613
4978,0.009623
4979,0.009594
4980,0.009549
4981,0.009474
4982,0.009645
4983,0.009411
4984,0.010272
4985,0.010353
4986,0.010520
4987,0.009560
4988,0.010252
4989,0.009230
4990,0.009526
4991,0.009633
4992,0.009463
4993,0.009368
4994,0.009470
4995,0.009685
4996,0.009459
4997,0.009607
4998,0.009652
4999,0.009570
5000,0.009816
5001,0.009782
5002,0.009459
5003,0.009488
5004,0.009898
5005,0.009713
5006,0.009542
5007,0.009506
5008,0.009659
5009,0.009648
5010,0.009407
5011,0.009645
5012,0.009570
5013,0.009610
5014,0.009652
5015,0.010110
5016,0.010901
5017,0.010120
5018,0.009938
5019,0.009652
5020,0.009977
5021,0.009405
5022,0.009500
5023,0.009561
5024,0.009525
5025,0.009504
5026,0.009608
5027,0.009373
5028,0.009622
5029,0.009508
5030,0.009613
5031,0.009619
5032,0.009607
5033,0.010178
5034,0.009469
5035,0.009517
5036,0.009458
5037,0.009977
5038,0.009471
5039,0.009642
5040,0.009765
5041,0.009298
5042,0.009782
5043,0.009426
5044,0.009555
5045,0.009514
5046,0.009563
5047,0.009717
5048,0.010259
5049,0.009484
5050,0.009526
5051,0.009616
5052,0.010306
5053,0.009417
5054,0.009360
5055,0.009652
5056,0.009558
5057,0.009589
5058,0.009787
5059,0.009668
5060,0.009643
5061,0.009393
5062,0.009693
5063,0.009654
5064,0.009387
5065,0.010208
5066,0.010152
5067,0.010097
5068,0.009759
5069,0.009572
5070,0.009492
5071,0.009425
5072,0.009459
5073,0.009516
5074,0.009723
5075,0.010011
5076,0.009397
5077,0.009546
5078,0.009691
5079,0.009937
5080,0.009326
5081,0.009778
5082,0.009429
5083,0.009572
5084,0.009453
5085,0.009560
5086,0.009523
5087,0.009590
5088,0.009559
5089,0.009638
5090,0.009753
5091,0.010042
5092,0.009490
5093,0.009541
5094,0.009590
5095,0.009597
5096,0.010008
5097,0.009474
5098,0.009679
5099,0.009528
5100,0.009415
5101,0.009874
5102,0.009522
5103,0.009562
5104,0.009594
5105,0.009391
5106,0.009761
5107,0.009464
5108,0.009726
5109,0.036322
5110,0.014609
5111,0.011528
5112,0.010443
5113,0.010439
5114,0.010031
5115,0.009709
5116,0.009644
5117,0.009545
5118,0.009709
5119,0.009523
5120,0.009263
5121,0.009759
5122,0.009388
5123,0.009372
5124,0.009634
5125,0.009460
5126,0.009707
5127,0.009183
5128,0.009921
5129,0.009506
5130,0.009576
5131,0.009559
5132,0.009716
5133,0.009797
5134,0.009730
5135,0.009491
5136,0.009609
5137,0.009518
5138,0.009659
5139,0.009492
5140,0.009773
5141,0.009702
5142,0.009570
5143,0.009356
5144,0.009561
5145,0.009723
5146,0.009856
5147,0.010205
5148,0.010415
5149,0.010197
5150,0.010312
5151,0.009488
5152,0.009837
5153,0.009301
5154,0.009412
5155,0.009592
5156,0.009435
5157,0.009621
5158,0.009416
5159,0.009571
5160,0.009469
5161,0.009581
5162,0.009571
5163,0.009533
5164,0.009754
5165,0.009756
5166,0.009704
5167,0.009324
5168,0.009700
5169,0.009583
5170,0.009681
5171,0.009784
5172,0.009208
5173,0.009501
5174,0.009663
5175,0.009744
5176,0.009855
5177,0.009555
5178,0.009538
5179,0.009571
5180,0.009885
5181,0.009558
5182,0.009650
5183,0.009505
5184,0.010010
5185,0.009383
5186,0.009694
5187,0.009587
5188,0.009527
5189,0.009720
5190,0.009539
5191,0.009645
5192,0.009935
5193,0.009206
5194,0.009478
5195,0.009677
5196,0.009482
5197,0.009695
5198,0.009337
5199,0.009732
5200,0.009335
5201,0.009767
5202,0.009435
5203,0.010163
5204,0.009527
5205,0.009729
5206,0.009509
5207,0.009435
5208,0.009702
5209,0.009542
5210,0.009819
5211,0.009701
5212,0.009534
5213,0.009546
5214,0.009310
5215,0.009639
5216,0.009665
5217,0.009789
5218,0.009593
5219,0.009363
5220,0.009553
5221,0.009595
5222,0.009933
5223,0.009849
5224,0.009513
5225,0.009495
5226,0.009576
5227,0.009634
5228,0.010472
5229,0.010210
5230,0.009830
5231,0.009556
5232,0.009431
5233,0.009400
5234,0.009978
5235,0.009512
5236,0.009394
5237,0.009519
5238,0.009529
5239,0.009666
5240,0.009638
5241,0.009437
5242,0.009460
5243,0.010192
5244,0.010356
5245,0.010248
5246,0.009917
5247,0.009455
5248,0.009469
5249,0.009757
5250,0.009704
5251,0.009492
5252,0.009480
5253,0.009348
5254,0.009565
5255,0.009491
5256,0.009742
5257,0.009286
5258,0.009706
5259,0.009297
5260,0.009689
5261,0.009711
5262,0.009879
5263,0.009646
5264,0.009412
5265,0.009434
5266,0.009637
5267,0.009541
5268,0.009538
5269,0.009645
5270,0.009376
5271,0.009697
5272,0.009640
5273,0.009618
5274,0.009538
5275,0.009696
5276,0.009463
5277,0.009498
5278,0.009407
5279,0.009528
5280,0.010001
5281,0.009342
5282,0.009824
5283,0.009521
5284,0.009485
5285,0.009631
5286,0.009671
5287,0.009761
5288,0.009564
5289,0.009426
5290,0.010025
5291,0.009417
5292,0.009504
5293,0.009551
5294,0.009534
5295,0.009560
5296,0.009802
5297,0.009577
5298,0.009706
5299,0.009305
5300,0.009482
5301,0.009480
5302,0.009549
5303,0.009696
5304,0.009334
5305,0.009674
5306,0.009670
5307,0.009327
5308,0.009487
5309,0.010161
5310,0.009568
5311,0.009446
5312,0.009551
5313,0.009734
5314,0.010234
5315,0.009485
5316,0.009742
5317,0.009500
5318,0.009969
5319,0.009431
5320,0.009578
5321,0.009524
5322,0.009892
5323,0.009428
5324,0.009694
5325,0.009423
5326,0.009614
5327,0.009975
5328,0.010287
5329,0.010275
5330,0.009832
5331,0.009581
5332,0.009485
5333,0.009542
5334,0.030660
5335,0.017600
5336,0.009294
5337,0.010490
5338,0.010368
5339,0.009898
5340,0.009775
5341,0.009719
5342,0.009505
5343,0.009475
5344,0.009881
5345,0.009422
5346,0.009441
5347,0.009495
5348,0.009436
5349,0.009625
5350,0.009838
5351,0.009527
5352,0.009338
5353,0.009519
5354,0.009519
5355,0.009533
5356,0.009543
5357,0.009570
5358,0.009724
5359,0.009366
5360,0.009457
5361,0.009601
5362,0.009342
5363,0.009729
